Geslacht;Leeftijd;Vervoerwijzen;Reismotieven;Marges;Perioden;Ritten per persoon per dag (gemiddeld) (aantal);Afgelegde afstand per rit (gemiddeld) (km);Reisduur per rit (Minuten)
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Vrije tijd;Waarde;1999*;    0.27;    7.29;   41.21
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Vrije tijd;Waarde;2003*;    0.27;    7.38;   41.29
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Vrije tijd;Waarde;2007*;    0.25;    7.47;   41.44
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Vrije tijd;Waarde;2011*;    0.24;    7.51;   41.76
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Vrije tijd;Waarde;2015*;    0.25;    7.53;   41.68
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Vrije tijd;Waarde;2019*;    0.24;    7.54;   41.72
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Vrije tijd;Waarde;2020*;    0.19;    9.28;   50.80
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Vrije tijd;Waarde;2021*;    0.20;    9.07;   50.10
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Vrije tijd;Waarde;2022*;    0.23;    7.96;   43.65
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Vrije tijd;Waarde;2023*;    0.23;    7.46;   40.90
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Overige reismotieven;Waarde;1999*;    0.09;    2.70;   16.34
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Overige reismotieven;Waarde;2003*;    0.09;    2.66;   15.78
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Overige reismotieven;Waarde;2007*;    0.08;    2.72;   15.20
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Overige reismotieven;Waarde;2011*;    0.08;    2.79;   14.89
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Overige reismotieven;Waarde;2015*;    0.07;    2.75;   14.48
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Overige reismotieven;Waarde;2019*;    0.07;    2.78;   14.29
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Overige reismotieven;Waarde;2020*;    0.07;    2.82;   14.01
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Overige reismotieven;Waarde;2021*;    0.07;    2.85;   14.47
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Overige reismotieven;Waarde;2022*;    0.08;    2.80;   14.28
Totaal mannen en vrouwen;60 tot 65 jaar;Fiets;Overige reismotieven;Waarde;2023*;    0.08;    2.80;   14.17
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Totaal;Waarde;1999*;    0.60;    1.57;   25.61
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Totaal;Waarde;2003*;    0.57;    1.63;   25.99
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Totaal;Waarde;2007*;    0.57;    1.79;   26.69
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Totaal;Waarde;2011*;    0.55;    1.77;   25.75
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Totaal;Waarde;2015*;    0.54;    1.87;   27.22
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Totaal;Waarde;2019*;    0.53;    1.90;   26.74
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Totaal;Waarde;2020*;    0.60;    2.21;   30.64
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Totaal;Waarde;2021*;    0.69;    2.38;   33.44
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Totaal;Waarde;2022*;    0.68;    2.10;   29.98
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Totaal;Waarde;2023*;    0.66;    2.03;   29.18
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Van en naar het werk;Waarde;1999*;    0.02;    0.94;   11.75
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Van en naar het werk;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Van en naar het werk;Waarde;2007*;    0.03;    0.94;   11.16
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Van en naar het werk;Waarde;2011*;    0.05;    0.86;   10.03
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Van en naar het werk;Waarde;2015*;    0.05;    0.83;    9.58
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Van en naar het werk;Waarde;2019*;    0.06;    0.84;    9.80
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Van en naar het werk;Waarde;2020*;    0.04;    0.80;    9.38
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Van en naar het werk;Waarde;2021*;    0.04;    0.86;   10.13
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Van en naar het werk;Waarde;2022*;    0.05;    0.86;   10.29
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Van en naar het werk;Waarde;2023*;    0.06;    0.86;   10.69
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Winkelen, boodschappen doen;Waarde;1999*;    0.22;    0.98;   14.72
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2003*;    0.19;    0.96;   14.14
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2007*;    0.17;    0.95;   13.61
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2011*;    0.15;    0.94;   12.91
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2015*;    0.13;    0.92;   13.39
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2019*;    0.12;    0.87;   12.43
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2020*;    0.14;    0.82;   11.34
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2021*;    0.16;    0.86;   12.05
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2022*;    0.15;    0.86;   12.04
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Winkelen, boodschappen doen;Waarde;2023*;    0.14;    0.86;   12.44
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Vrije tijd;Waarde;1999*;    0.28;    2.22;   38.37
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Vrije tijd;Waarde;2003*;    0.28;    2.34;   38.83
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Vrije tijd;Waarde;2007*;    0.30;    2.51;   38.66
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Vrije tijd;Waarde;2011*;    0.29;    2.53;   37.96
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Vrije tijd;Waarde;2015*;    0.30;    2.65;   39.40
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Vrije tijd;Waarde;2019*;    0.30;    2.68;   38.22
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Vrije tijd;Waarde;2020*;    0.38;    3.04;   42.54
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Vrije tijd;Waarde;2021*;    0.44;    3.23;   45.66
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Vrije tijd;Waarde;2022*;    0.43;    2.84;   40.94
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Vrije tijd;Waarde;2023*;    0.41;    2.75;   39.88
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Overige reismotieven;Waarde;1999*;    0.08;    1.10;   14.87
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Overige reismotieven;Waarde;2003*;    0.07;    0.99;   13.75
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Overige reismotieven;Waarde;2007*;    0.07;    1.03;   13.26
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Overige reismotieven;Waarde;2011*;    0.06;    0.97;   12.30
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Overige reismotieven;Waarde;2015*;    0.05;    0.92;   11.52
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Overige reismotieven;Waarde;2019*;    0.04;    0.91;   11.46
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Overige reismotieven;Waarde;2020*;    0.05;    0.89;   11.15
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Overige reismotieven;Waarde;2021*;    0.06;    0.96;   12.06
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Overige reismotieven;Waarde;2022*;    0.06;    0.92;   12.01
Totaal mannen en vrouwen;60 tot 65 jaar;Lopen;Overige reismotieven;Waarde;2023*;    0.05;    0.92;   12.09
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Totaal;Waarde;1999*;    0.08;   19.28;   34.77
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Totaal;Waarde;2003*;    0.08;   19.97;   34.67
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Totaal;Waarde;2007*;    0.09;   19.48;   35.55
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Totaal;Waarde;2011*;    0.09;   19.56;   34.66
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Totaal;Waarde;2015*;    0.10;   19.62;   33.75
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Totaal;Waarde;2019*;    0.10;   19.32;   32.48
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Totaal;Waarde;2020*;    0.09;   15.78;   29.66
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Totaal;Waarde;2021*;    0.10;   16.63;   32.56
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Totaal;Waarde;2022*;    0.10;   17.90;   31.22
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Totaal;Waarde;2023*;    0.10;   17.23;   30.65
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2019*;    0.04;   22.11;   29.85
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2020*;    0.04;   17.61;   25.48
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2021*;    0.04;   19.99;   27.77
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2022*;    0.04;   22.41;   28.80
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Van en naar het werk;Waarde;2023*;    0.04;   19.93;   28.05
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Winkelen, boodschappen doen;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Onderwijs volgen, cursus, kinderopvang;Waarde;2023*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Vrije tijd;Waarde;1999*;    0.02;   23.95;   53.89
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2021*;    0.02;   22.84;   61.31
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Vrije tijd;Waarde;2023*;    0.02;   23.11;   51.97
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;1999*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2003*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2007*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2011*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2015*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2019*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2020*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2021*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2022*;       .;       .;       .
Totaal mannen en vrouwen;60 tot 65 jaar;Overige vervoerwijze;Overige reismotieven;Waarde;2023*;       .;       .;       .
